summoner_name,champion_name,tags,kills,deaths,assists,lane,team_color,has_won,goldEarned,totalDamageDealtToChampions,totalMinionsKilled,neutralMinionsKilled,items
Fαt Lip,Ezreal,"Marksman, Mage",6,4,10,BOTTOM,200,True,11278,27516,159,4,"Long Sword, Tiamat, Trinity Force, Manamune, Ionian Boots of Lucidity, Caulfield's Warhammer, Stealth Ward"
noAlexandra,Leona,"Tank, Support",3,1,16,UTILITY,200,True,9638,11602,35,0,"Winged Moonplate, Locket of the Iron Solari, Solstice Sleigh, Thornmail, Giant's Belt, Plated Steelcaps, Oracle Lens"
Davidutzzzzz,Yasuo,"Fighter, Assassin",2,13,6,TOP,100,True,12969,25121,217,10,"Phantom Dancer, Kraken Slayer, Berserker's Greaves, Infinity Edge, Noonquiver, Unknown Item, Stealth Ward"
Ο Δόξης,XinZhao,"Fighter, Tank",13,7,12,JUNGLE,100,True,17084,40101,53,219,"Eclipse, Sundered Sky, Black Cleaver, Death's Dance, Warden's Mail, Plated Steelcaps, Oracle Lens"
Veljaxd,Syndra,Mage,15,6,12,MIDDLE,100,True,17471,44364,219,24,"Stormsurge, Luden's Companion, Sorcerer's Shoes, Mejai's Soulstealer, Rabadon's Deathcap, Void Staff, Farsight Alteration"
S4rke,Kaisa,"Marksman, Mage",16,9,9,BOTTOM,100,True,15858,56822,174,5,"Void Staff, Muramana, Luden's Companion, Sorcerer's Shoes, Horizon Focus, Needlessly Large Rod, Stealth Ward"
Grzesiu F,Nami,"Support, Mage",1,6,33,UTILITY,100,True,10500,17044,23,0,"Celestial Opposition, Shurelya's Battlesong, Control Ward, Imperial Mandate, Ionian Boots of Lucidity, Moonstone Renewer, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",10,6,8,TOP,200,False,13411,38180,209,0,"Unending Despair, Thornmail, Iceborn Gauntlet, Spirit Visage, Negatron Cloak, Slightly Magical Footwear, Farsight Alteration"
HornyForHooks ,Viego,"Fighter, Assassin",11,15,6,JUNGLE,200,False,12702,27889,37,123,"Sundered Sky, Kraken Slayer, Mercury's Treads, Negatron Cloak, Trinity Force, Recurve Bow, Oracle Lens"
TypicaLissandra,AurelionSol,Mage,3,13,7,MIDDLE,200,False,12298,22155,225,0,"Shattered Armguard, Liandry's Torment, Blackfire Torch, Rylai's Crystal Scepter, Sorcerer's Shoes, Unknown Item, Stealth Ward"
Lord Azrael,KogMaw,"Marksman, Mage",14,6,5,BOTTOM,200,False,17928,36101,262,24,"Kraken Slayer, Guinsoo's Rageblade, Nashor's Tooth, Berserker's Greaves, Blade of The Ruined King, Terminus, Farsight Alteration"
LucskosFizzY,Lulu,"Support, Mage",3,7,20,UTILITY,200,False,10156,8831,26,0,"Mikael's Blessing, Redemption, Dream Maker, Bandleglass Mirror, Ardent Censer, Ionian Boots of Lucidity, Oracle Lens"
Agent Wednesday,Urgot,"Fighter, Tank",10,4,7,TOP,100,True,12295,23869,130,16,"Plated Steelcaps, Black Cleaver, Sterak's Gage, Negatron Cloak, Chain Vest, Giant's Belt, Stealth Ward"
doja cat tities,Graves,Marksman,11,3,9,JUNGLE,100,True,12875,21572,31,119,"Immortal Shieldbow, Youmuu's Ghostblade, The Collector, Plated Steelcaps, Long Sword, Unknown Item, Oracle Lens"
Leeroy Pirate,Veigar,Mage,6,3,7,MIDDLE,100,True,12509,22391,199,4,"Fimbulwinter, Rabadon's Deathcap, Thornmail, Giant's Belt, Ruby Crystal, Mercury's Treads, Farsight Alteration"
Hujozaur ,Jinx,Marksman,14,3,7,BOTTOM,100,True,13553,34753,190,0,"Doran's Blade, Kraken Slayer, Berserker's Greaves, Phantom Dancer, Infinity Edge, Last Whisper, Farsight Alteration"
Amphylix,Soraka,"Support, Mage",1,2,27,UTILITY,100,True,9604,5610,37,0,"Dream Maker, Redemption, Ionian Boots of Lucidity, Crystalline Bracer, Moonstone Renewer, Control Ward, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",2,9,1,TOP,200,False,7779,16370,144,0,"Refillable Potion, Iceborn Gauntlet, Doran's Shield, Thornmail, Slightly Magical Footwear, Chain Vest, Stealth Ward"
Zetrev,Kayn,"Fighter, Assassin",4,11,6,JUNGLE,200,False,9211,16363,21,114,"Black Cleaver, Eclipse, Plated Steelcaps, Tunneler, Ruby Crystal, Unknown Item, Oracle Lens"
ãrska,Malzahar,Mage,1,6,5,MIDDLE,200,False,10386,26448,222,0,"Malignance, Liandry's Torment, Seraph's Embrace, Sorcerer's Shoes, Unknown Item, Unknown Item, Stealth Ward"
Int Jhin,Varus,"Marksman, Mage",6,9,2,BOTTOM,200,False,12031,18029,188,0,"Doran's Blade, Hubris, Muramana, Opportunity, Last Whisper, Ionian Boots of Lucidity, Stealth Ward"
RotateForScuttle,Braum,"Tank, Support",2,7,8,UTILITY,200,False,6837,8099,26,0,"Celestial Opposition, Locket of the Iron Solari, Thornmail, Unknown Item, Unknown Item, Plated Steelcaps, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",2,10,7,TOP,100,False,11535,33034,186,0,"Thornmail, Unending Despair, Chain Vest, Spirit Visage, Plated Steelcaps, Kindlegem, Stealth Ward"
Targon4,Lillia,"Fighter, Mage",9,10,9,JUNGLE,100,False,17092,44426,89,183,"Riftmaker, Giant's Belt, Plated Steelcaps, Zhonya's Hourglass, Rabadon's Deathcap, Liandry's Torment, Oracle Lens"
Fredunio,Diana,"Fighter, Assassin",7,15,7,MIDDLE,100,False,17724,48450,251,28,"Lich Bane, Nashor's Tooth, Zhonya's Hourglass, Riftmaker, Liandry's Torment, Sorcerer's Shoes, Stealth Ward"
paruwa denta,Sivir,Marksman,3,11,12,BOTTOM,100,False,15944,59684,292,0,"Essence Reaver, Infinity Edge, Mortal Reminder, Berserker's Greaves, Navori Flickerblade, Pickaxe, Farsight Alteration"
TenJakub2,Xerath,"Mage, Support",6,4,10,UTILITY,100,False,14707,42285,118,4,"Luden's Companion, Zaz'Zak's Realmspike, Stormsurge, Sorcerer's Shoes, Shadowflame, Blighting Jewel, Oracle Lens"
LeviAckerman11,Sion,"Tank, Fighter",7,10,11,TOP,200,True,20489,35727,315,0,"Titanic Hydra, Sunfire Aegis, Boots of Swiftness, Unending Despair, Spirit Visage, Overlord's Bloodmail, Stealth Ward"
momaka412,Belveth,Fighter,21,2,16,JUNGLE,200,True,23319,55650,95,267,"Wit's End, Stridebreaker, Randuin's Omen, Kraken Slayer, Jak'Sho, The Protean, Mercury's Treads, Oracle Lens"
Ya7o,Galio,"Tank, Mage",9,6,21,MIDDLE,200,True,14932,38728,192,0,"Zhonya's Hourglass, Hollow Radiance, Mercury's Treads, Riftmaker, Dark Seal, Needlessly Large Rod, Stealth Ward"
Lord Willy,Tristana,"Marksman, Assassin",13,8,10,BOTTOM,200,True,17391,42634,227,12,"Infinity Edge, The Collector, Navori Flickerblade, Boots of Swiftness, Mortal Reminder, B. F. Sword, Farsight Alteration"
Madzia Oskarka,Janna,"Support, Mage",0,1,31,UTILITY,200,True,11210,8953,40,0,"Dream Maker, Redemption, Locket of the Iron Solari, Ionian Boots of Lucidity, Dawncore, Watchful Wardstone, Oracle Lens"
,Aatrox,Fighter,8,11,5,TOP,100,False,11349,25621,152,0,"Sterak's Gage, Sundered Sky, Black Cleaver, Mercury's Treads, Unknown Item, Unknown Item, Stealth Ward"
,Viego,"Fighter, Assassin",5,8,6,JUNGLE,100,False,11866,16831,41,163,"Sundered Sky, Kraken Slayer, Plated Steelcaps, Sterak's Gage, Long Sword, Ruby Crystal, Oracle Lens"
Feniks213,Ahri,"Mage, Assassin",9,10,4,MIDDLE,100,False,12360,22845,189,0,"Sorcerer's Shoes, Zhonya's Hourglass, Refillable Potion, Malignance, Unknown Item, Lich Bane, Stealth Ward"
DudeWhatâCringe,Tristana,"Marksman, Assassin",13,8,4,BOTTOM,100,False,15022,23978,197,0,"Mercurial Scimitar, Bloodthirster, Infinity Edge, The Collector, Berserker's Greaves, Unknown Item, Farsight Alteration"
BestMarksman11,Leona,"Tank, Support",1,7,15,UTILITY,100,False,8655,7230,40,0,"Celestial Opposition, Locket of the Iron Solari, Knight's Vow, Mercury's Treads, Kindlegem, Cloth Armor, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",9,6,10,TOP,200,True,13087,41343,186,0,"Thornmail, Iceborn Gauntlet, Unending Despair, Spirit Visage, Slightly Magical Footwear, Cloth Armor, Stealth Ward"
JarvanIVBOSS,Nocturne,"Fighter, Assassin",16,4,7,JUNGLE,200,True,16806,28993,24,205,"Death's Dance, Eclipse, Plated Steelcaps, Axiom Arc, Tunneler, Phage, Oracle Lens"
Manjirö Sano,Orianna,"Mage, Support",5,9,9,MIDDLE,200,True,10889,25752,168,0,"Seraph's Embrace, Liandry's Torment, Oblivion Orb, Hextech Alternator, Blasting Wand, Sorcerer's Shoes, Stealth Ward"
Mewoo,Ashe,"Marksman, Support",2,11,13,BOTTOM,200,True,10661,19460,169,4,"Doran's Blade, Kraken Slayer, Berserker's Greaves, Runaan's Hurricane, Recurve Bow, Pickaxe, Stealth Ward"
The Mockingjay,Lux,"Mage, Support",12,6,14,UTILITY,200,True,12667,41664,57,0,"Zaz'Zak's Realmspike, Shattered Armguard, Sorcerer's Shoes, Stormsurge, Malignance, Luden's Companion, Oracle Lens"
Złamałem Fjuta,Darius,"Fighter, Tank",6,9,10,TOP,100,True,14981,28040,218,0,"Dead Man's Plate, Titanic Hydra, Plated Steelcaps, Trinity Force, Pickaxe, Tunneler, Stealth Ward"
SwagLordPiter,Elise,"Assassin, Mage",13,7,13,JUNGLE,100,True,16707,34053,26,173,"Rabadon's Deathcap, Zhonya's Hourglass, Sorcerer's Shoes, Shadowflame, Stormsurge, Unknown Item, Oracle Lens"
Yone Al Capone,Syndra,Mage,6,8,7,MIDDLE,100,True,17527,28874,256,8,"Cosmic Drive, Sorcerer's Shoes, Zhonya's Hourglass, Rabadon's Deathcap, Blighting Jewel, Luden's Companion, Stealth Ward"
ADCSufering,Caitlyn,Marksman,7,4,10,BOTTOM,100,True,16602,30548,274,9,"Berserker's Greaves, Rapid Firecannon, B. F. Sword, The Collector, Infinity Edge, Mortal Reminder, Stealth Ward"
Ipeeth,Senna,"Support, Marksman",6,8,22,UTILITY,100,True,13674,33223,61,0,"Bloodsong, Executioner's Calling, Black Cleaver, Edge of Night, Boots of Swiftness, Rapid Firecannon, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",4,10,10,TOP,200,False,14790,30054,238,0,"Jak'Sho, The Protean, Iceborn Gauntlet, Thornmail, Randuin's Omen, Negatron Cloak, Plated Steelcaps, Stealth Ward"
káTerra,Khazix,Assassin,17,9,5,JUNGLE,200,False,17110,47325,2,191,"Serylda's Grudge, Youmuu's Ghostblade, Serpent's Fang, Edge of Night, Boots of Swiftness, Hubris, Oracle Lens"
SixU,Leblanc,"Assassin, Mage",6,8,14,MIDDLE,200,False,14333,29212,235,0,"Malignance, Zhonya's Hourglass, Sorcerer's Shoes, Luden's Companion, Rabadon's Deathcap, Unknown Item, Farsight Alteration"
2sj19,Corki,"Marksman, Mage",9,4,4,BOTTOM,200,False,16959,33491,296,44,"Infinity Edge, Trinity Force, Muramana, Mercury's Treads, Rapid Firecannon, Last Whisper, Farsight Alteration"
Poludim li u 22,Soraka,"Support, Mage",0,7,16,UTILITY,200,False,9385,9745,35,0,"Dream Maker, Ionian Boots of Lucidity, Dawncore, Staff of Flowing Water, Moonstone Renewer, Unknown Item, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",6,8,10,TOP,100,False,11625,24766,205,6,"Slightly Magical Footwear, Unending Despair, Thornmail, Fimbulwinter, Spirit Visage, Null-Magic Mantle, Stealth Ward"
,Nidalee,"Assassin, Mage",5,11,10,JUNGLE,100,False,11602,19319,16,163,"Liandry's Torment, Zhonya's Hourglass, Sorcerer's Shoes, Unknown Item, Lich Bane, Unknown Item, Oracle Lens"
K0zik,Pantheon,"Fighter, Assassin",12,8,8,MIDDLE,100,False,14844,24743,193,12,"Eclipse, Sundered Sky, Plated Steelcaps, Blade of The Ruined King, Spear of Shojin, Null-Magic Mantle, Stealth Ward"
x PeRcY x,Ezreal,"Marksman, Mage",7,7,11,BOTTOM,100,False,12286,27473,169,6,"Spear of Shojin, Serylda's Grudge, Vampiric Scepter, Trinity Force, Doran's Blade, Ionian Boots of Lucidity, Farsight Alteration"
MoKaMaN21,Brand,"Mage, Support",8,8,14,UTILITY,100,False,11721,32368,40,0,"Blackfire Torch, Rylai's Crystal Scepter, Needlessly Large Rod, Liandry's Torment, Zaz'Zak's Realmspike, Ionian Boots of Lucidity, Oracle Lens"
Ujas,Garen,"Fighter, Tank",6,8,10,TOP,200,True,13409,20921,182,8,"Doran's Shield, Stridebreaker, Black Cleaver, Berserker's Greaves, Dead Man's Plate, Zeal, Stealth Ward"
Zupi de cefur,Rammus,Tank,11,4,16,JUNGLE,200,True,15518,21123,33,174,"Jak'Sho, The Protean, Kaenic Rookern, Plated Steelcaps, Thornmail, Sunfire Aegis, Negatron Cloak, Oracle Lens"
lubul,Malzahar,Mage,7,6,19,MIDDLE,200,True,16466,38859,266,0,"Sorcerer's Shoes, Zhonya's Hourglass, Doran's Ring, Stormsurge, Shadowflame, Malignance, Stealth Ward"
Momchi84,Samira,"Marksman, Assassin",10,10,15,BOTTOM,200,True,14370,35264,175,0,"Doran's Blade, The Collector, Mercury's Treads, Infinity Edge, Immortal Shieldbow, Long Sword, Farsight Alteration"
MyName ls TooLon,Pyke,"Support, Assassin",8,10,7,UTILITY,200,True,12077,13622,44,0,"Youmuu's Ghostblade, Umbral Glaive, Bloodsong, Edge of Night, Synchronized Souls, Unknown Item, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",9,4,7,TOP,100,False,10818,26797,166,0,"Unending Despair, Iceborn Gauntlet, Tear of the Goddess, Spirit Visage, Kindlegem, Slightly Magical Footwear, Stealth Ward"
Thulz,Elise,"Assassin, Mage",6,9,13,JUNGLE,100,False,11065,17683,21,116,"Stormsurge, Zhonya's Hourglass, Sorcerer's Shoes, Unknown Item, Shadowflame, Unknown Item, Oracle Lens"
Sùkùna,Sylas,"Mage, Assassin",6,9,13,MIDDLE,100,False,9350,21059,118,0,"Seeker's Armguard, Hextech Rocketbelt, Sorcerer's Shoes, Cosmic Drive, Doran's Ring, Unknown Item, Farsight Alteration"
DzikiKrawężnik,Nilah,"Fighter, Assassin",7,8,4,BOTTOM,100,False,10028,13414,140,0,"The Collector, Infinity Edge, Plated Steelcaps, Last Whisper, Unknown Item, Unknown Item, Stealth Ward"
Nervil,Pyke,"Support, Assassin",11,10,11,UTILITY,100,False,9827,13553,28,0,"Umbral Glaive, Tunneler, Youmuu's Ghostblade, Bloodsong, Control Ward, Boots of Swiftness, Oracle Lens"
PuuMaja,Jax,Fighter,1,8,4,TOP,200,True,10204,12342,162,4,"Doran's Shield, Trinity Force, Blade of The Ruined King, Mercury's Treads, Ruby Crystal, Unknown Item, Stealth Ward"
DustyEpTic,Nocturne,"Fighter, Assassin",17,6,13,JUNGLE,200,True,16351,33218,45,135,"Stridebreaker, Elixir of Wrath, Black Cleaver, Experimental Hexplate, Guardian Angel, Mercury's Treads, Farsight Alteration"
MJackson HEE HEE,Veigar,Mage,16,9,9,MIDDLE,200,True,13713,46062,125,0,"Cryptbloom, Seraph's Embrace, Sorcerer's Shoes, Mejai's Soulstealer, Rabadon's Deathcap, Unknown Item, Stealth Ward"
Trs Messias,Caitlyn,Marksman,4,6,10,BOTTOM,200,True,9909,13153,150,0,"Infinity Edge, The Collector, Long Sword, Berserker's Greaves, Long Sword, Long Sword, Farsight Alteration"
Qiyaná Reeves,Thresh,"Support, Tank",2,10,26,UTILITY,200,True,8794,11705,21,0,"Spectre's Cowl, Locket of the Iron Solari, Solstice Sleigh, Synchronized Souls, Frozen Heart, Null-Magic Mantle, Oracle Lens"
Head Sniper,Gnar,"Fighter, Tank",10,7,5,TOP,100,False,15325,43932,183,1,"Thornmail, Trinity Force, Plated Steelcaps, Black Cleaver, Wit's End, Negatron Cloak, Stealth Ward"
supa165,Teemo,"Marksman, Mage",0,7,3,JUNGLE,100,False,9900,14093,20,194,"Liandry's Torment, Nashor's Tooth, Sorcerer's Shoes, Lost Chapter, Unknown Item, Unknown Item, Oracle Lens"
sylás enjoyer,Sylas,"Mage, Assassin",6,5,5,MIDDLE,100,False,11234,18714,184,0,"Hextech Rocketbelt, Zhonya's Hourglass, Sorcerer's Shoes, Cosmic Drive, Doran's Ring, Unknown Item, Stealth Ward"
Fallen God King,Xayah,Marksman,5,7,5,BOTTOM,100,False,13359,24210,271,6,"Doran's Blade, Essence Reaver, Bloodthirster, Berserker's Greaves, Navori Flickerblade, Lord Dominik's Regards, Farsight Alteration"
BogusławŁęcìna,Rell,"Tank, Support",1,6,12,UTILITY,100,False,7700,10837,32,0,"Celestial Opposition, Zeke's Convergence, Spectre's Cowl, Plated Steelcaps, Bramble Vest, Negatron Cloak, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",1,10,8,TOP,200,True,10747,22707,180,0,"Doran's Shield, Unending Despair, Slightly Magical Footwear, Fimbulwinter, Spirit Visage, Bramble Vest, Stealth Ward"
Redzone6,Nocturne,"Fighter, Assassin",5,3,8,JUNGLE,200,True,13888,13369,45,185,"Experimental Hexplate, Stridebreaker, Plated Steelcaps, Black Cleaver, Long Sword, Unknown Item, Oracle Lens"
Mefısto,Syndra,Mage,9,3,10,MIDDLE,200,True,14658,30968,219,2,"Rabadon's Deathcap, Luden's Companion, Stormsurge, Sorcerer's Shoes, Cryptbloom, Unknown Item, Farsight Alteration"
silnidusan,Kaisa,"Marksman, Mage",13,4,7,BOTTOM,200,True,18741,43091,227,28,"Rabadon's Deathcap, Muramana, Luden's Companion, Sorcerer's Shoes, Horizon Focus, Void Staff, Stealth Ward"
Diabito,Senna,"Support, Marksman",3,2,22,UTILITY,200,True,11646,17486,27,4,"Dream Maker, Dawncore, Echoes of Helia, Ionian Boots of Lucidity, Moonstone Renewer, Kindlegem, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",8,9,17,TOP,100,True,15485,60078,215,0,"Spirit Visage, Mercury's Treads, Unending Despair, Fimbulwinter, Jak'Sho, The Protean, Cloth Armor, Stealth Ward"
Meovacha,Rengar,"Assassin, Fighter",21,9,14,JUNGLE,100,True,21335,46590,52,232,"Edge of Night, Ravenous Hydra, Opportunity, Infinity Edge, Serylda's Grudge, Hubris, Oracle Lens"
OFK Qσης,Yone,"Fighter, Assassin",11,10,11,MIDDLE,100,True,19010,34278,253,18,"Infinity Edge, Berserker's Greaves, Blade of The Ruined King, Immortal Shieldbow, Wit's End, Guardian Angel, Stealth Ward"
Jisaburo Ozawa,Seraphine,"Support, Mage",11,7,21,BOTTOM,100,True,16502,42757,204,4,"Blackfire Torch, Seraph's Embrace, Zhonya's Hourglass, Liandry's Torment, Doran's Ring, Sorcerer's Shoes, Farsight Alteration"
Klitorísek,Swain,"Mage, Support",3,10,30,UTILITY,100,True,13495,40306,70,2,"Malignance, Unending Despair, Zaz'Zak's Realmspike, Haunting Guise, Sorcerer's Shoes, Spirit Visage, Oracle Lens"
Cwumrytoo,MonkeyKing,"Fighter, Tank",7,11,10,TOP,200,False,17312,45029,220,20,"Trinity Force, Plated Steelcaps, Black Cleaver, Blade of The Ruined King, Death's Dance, Steel Sigil, Stealth Ward"
MatsuHERO,Amumu,"Tank, Support",6,12,17,JUNGLE,200,False,16133,37926,91,151,"Sunfire Aegis, Ionian Boots of Lucidity, Randuin's Omen, Control Ward, Jak'Sho, The Protean, Liandry's Torment, Oracle Lens"
YasuoOnaNa,Fizz,"Assassin, Fighter",22,10,10,MIDDLE,200,False,19564,58685,206,4,"Rabadon's Deathcap, Zhonya's Hourglass, Sorcerer's Shoes, Void Staff, Lich Bane, Shadowflame, Stealth Ward"
marian above all,Varus,"Marksman, Mage",8,11,9,BOTTOM,200,False,15431,43952,216,6,"Muramana, Berserker's Greaves, Recurve Bow, Opportunity, Edge of Night, Serylda's Grudge, Farsight Alteration"
C4RRY P0TTER,Alistar,"Tank, Support",2,10,24,UTILITY,200,False,10512,16395,27,0,"Locket of the Iron Solari, Knight's Vow, Solstice Sleigh, Mercury's Treads, Thornmail, Kindlegem, Oracle Lens"
GreenTerm,Kled,Fighter,6,7,6,TOP,100,False,9462,19088,134,0,"Profane Hydra, Voltaic Cyclosword, Noonquiver, Long Sword, Unknown Item, Plated Steelcaps, Stealth Ward"
DJ SramDoSzafy,Viego,"Fighter, Assassin",7,5,9,JUNGLE,100,False,9101,17632,9,100,"Sundered Sky, Kraken Slayer, Mercury's Treads, Glowing Mote, Cloth Armor, Cloth Armor, Oracle Lens"
Karölinho,Yone,"Fighter, Assassin",7,7,6,MIDDLE,100,False,9137,17055,147,4,"Immortal Shieldbow, Berserker's Greaves, Blade of The Ruined King, Cloak of Agility, Unknown Item, Unknown Item, Farsight Alteration"
ITzz Lord,Kaisa,"Marksman, Mage",6,6,7,BOTTOM,100,False,8881,12118,131,0,"Berserker's Greaves, Kraken Slayer, Wit's End, Long Sword, Long Sword, Unknown Item, Farsight Alteration"
Wojtuś lat 6,Blitzcrank,"Tank, Support",2,8,11,UTILITY,100,False,6852,4648,13,0,"Locket of the Iron Solari, Knight's Vow, Celestial Opposition, Boots of Swiftness, Unknown Item, Control Ward, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",10,4,2,TOP,200,True,10544,26225,155,0,"Doran's Shield, Iceborn Gauntlet, Thornmail, Unending Despair, Slightly Magical Footwear, Spectre's Cowl, Stealth Ward"
,Nunu,"Tank, Mage",12,7,9,JUNGLE,200,True,11047,16493,14,116,"Hextech Rocketbelt, Dark Seal, Stormsurge, Needlessly Large Rod, Sorcerer's Shoes, Unknown Item, Oracle Lens"
Phelian,Malzahar,Mage,1,4,10,MIDDLE,200,True,9193,14402,187,4,"Doran's Ring, Luden's Companion, Seraph's Embrace, Sorcerer's Shoes, Giant's Belt, Amplifying Tome, Farsight Alteration"
Rywnechrod,Varus,"Marksman, Mage",8,9,5,BOTTOM,200,True,9192,18130,112,0,"Doran's Blade, Zhonya's Hourglass, Berserker's Greaves, Nashor's Tooth, Hextech Alternator, Unknown Item, Stealth Ward"
Golder18,Leona,"Tank, Support",2,4,19,UTILITY,200,True,7146,10696,33,0,"Celestial Opposition, Control Ward, Locket of the Iron Solari, Boots of Swiftness, Thornmail, Unknown Item, Oracle Lens"
AmenVaikai,Jax,Fighter,3,11,9,TOP,100,False,11883,20820,181,4,"Trinity Force, Unknown Item, Sundered Sky, Dagger, Plated Steelcaps, Sterak's Gage, Stealth Ward"
IlFormaggiO,Teemo,"Marksman, Mage",11,6,6,JUNGLE,100,False,14660,41726,51,189,"Shadowflame, Boots of Swiftness, Haunting Guise, Nashor's Tooth, Void Staff, Unknown Item, Oracle Lens"
xXLukaTheGreatXx,Akali,Assassin,6,6,3,MIDDLE,100,False,12098,22383,220,4,"Sorcerer's Shoes, Hextech Rocketbelt, Amplifying Tome, Amplifying Tome, Lich Bane, Shadowflame, Stealth Ward"
Tirowka,Caitlyn,Marksman,5,6,8,BOTTOM,100,False,15109,45655,255,0,"Infinity Edge, Vampiric Scepter, The Collector, Berserker's Greaves, Lord Dominik's Regards, Rapid Firecannon, Farsight Alteration"
Unitika,Nami,"Support, Mage",2,5,17,UTILITY,100,False,9095,12980,38,0,"Refillable Potion, Boots of Swiftness, Dream Maker, Echoes of Helia, Imperial Mandate, Moonstone Renewer, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",16,5,5,TOP,200,True,16751,40957,219,1,"Jak'Sho, The Protean, Iceborn Gauntlet, Spirit Visage, Randuin's Omen, Unending Despair, Slightly Magical Footwear, Stealth Ward"
yśless,Diana,"Fighter, Assassin",1,8,4,JUNGLE,200,True,12334,17870,48,204,"Lich Bane, Nashor's Tooth, Sorcerer's Shoes, Hextech Alternator, Needlessly Large Rod, Unknown Item, Oracle Lens"
NOWA LEWICA,Malzahar,Mage,9,5,8,MIDDLE,200,True,17741,42025,301,4,"Malignance, Liandry's Torment, Cryptbloom, Ionian Boots of Lucidity, Rylai's Crystal Scepter, Rabadon's Deathcap, Stealth Ward"
kostkarubika1995,Ezreal,"Marksman, Mage",4,8,8,BOTTOM,200,True,11683,28837,183,8,"Doran's Blade, Trinity Force, Ionian Boots of Lucidity, Muramana, Spear of Shojin, Caulfield's Warhammer, Stealth Ward"
Karamba,Bard,"Support, Mage",3,1,17,UTILITY,200,True,10517,19332,43,0,"Celestial Opposition, Locket of the Iron Solari, Aether Wisp, Heartsteel, Boots of Swiftness, Unknown Item, Oracle Lens"
GamingIsMaLife,Pantheon,"Fighter, Assassin",7,10,9,TOP,100,False,14787,39137,182,8,"Plated Steelcaps, Black Cleaver, Blade of The Ruined King, Sundered Sky, Eclipse, Long Sword, Stealth Ward"
out of supp,Belveth,Fighter,7,10,12,JUNGLE,100,False,13146,15374,38,150,"Stridebreaker, Kraken Slayer, Mercury's Treads, Wit's End, Glowing Mote, Steel Sigil, Oracle Lens"
,Lissandra,Mage,5,10,9,MIDDLE,100,False,13342,27651,235,0,"Shadowflame, Malignance, Zhonya's Hourglass, Mercury's Treads, Blighting Jewel, Blasting Wand, Farsight Alteration"
Am Logan 2014,MissFortune,"Marksman, Mage",14,6,5,BOTTOM,100,False,17395,37994,279,0,"Youmuu's Ghostblade, Edge of Night, Boots of Swiftness, The Collector, Serylda's Grudge, Bloodthirster, Farsight Alteration"
Búca Dreaptă,Leona,"Tank, Support",1,7,17,UTILITY,100,False,9417,10521,21,0,"Celestial Opposition, Locket of the Iron Solari, Synchronized Souls, Warmog's Armor, Bramble Vest, Cloth Armor, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",14,7,14,TOP,200,True,16261,49326,220,0,"Iceborn Gauntlet, Spirit Visage, Unending Despair, Randuin's Omen, Thornmail, Slightly Magical Footwear, Stealth Ward"
Tubeis,Kayn,"Fighter, Assassin",10,8,11,JUNGLE,200,True,15836,32346,35,197,"Opportunity, Hubris, Serylda's Grudge, Edge of Night, Ionian Boots of Lucidity, The Brutalizer, Oracle Lens"
Vanks GR,Ahri,"Mage, Assassin",11,7,15,MIDDLE,200,True,15972,41904,217,0,"Malignance, Zhonya's Hourglass, Mejai's Soulstealer, Sorcerer's Shoes, Stormsurge, Horizon Focus, Stealth Ward"
MyLoveGnar,Ezreal,"Marksman, Mage",3,4,8,BOTTOM,200,True,14260,22445,237,7,"Spear of Shojin, Serylda's Grudge, Trinity Force, Muramana, Ionian Boots of Lucidity, Unknown Item, Farsight Alteration"
AlbZodiac123,Neeko,"Mage, Support",4,8,14,UTILITY,200,True,11086,23444,80,4,"Zaz'Zak's Realmspike, Hextech Rocketbelt, Sorcerer's Shoes, Luden's Companion, Stormsurge, Unknown Item, Oracle Lens"
JohnnyFastTv,KSante,"Tank, Fighter",10,5,12,TOP,100,True,13698,43857,191,1,"Kaenic Rookern, Spirit Visage, Unending Despair, Thornmail, Negatron Cloak, Slightly Magical Footwear, Stealth Ward"
mn7z,Volibear,"Fighter, Tank",3,2,10,JUNGLE,100,True,12670,13251,39,164,"Navori Flickerblade, Rod of Ages, Mercury's Treads, Spirit Visage, Winged Moonplate, Unknown Item, Oracle Lens"
WTL,Orianna,"Mage, Support",12,4,6,MIDDLE,100,True,13846,34102,189,19,"Shadowflame, Cryptbloom, Blasting Wand, Needlessly Large Rod, Sorcerer's Shoes, Luden's Companion, Farsight Alteration"
GetSnip3d,Jinx,Marksman,8,3,7,BOTTOM,100,True,15552,22308,221,24,"Kraken Slayer, Phantom Dancer, Infinity Edge, B. F. Sword, Unknown Item, Berserker's Greaves, Farsight Alteration"
